id_county,name_county,age_group,gender,positive_tests
8425,LK Alb-Donau-Kreis,A35-A59,Male,95
8425,LK Alb-Donau-Kreis,A35-A59,Female,96
8425,LK Alb-Donau-Kreis,A35-A59,unbekannt,1
8425,LK Alb-Donau-Kreis,A60-A79,Male,27
8425,LK Alb-Donau-Kreis,A60-A79,Female,34
8425,LK Alb-Donau-Kreis,A80+,Male,17
8425,LK Alb-Donau-Kreis,A80+,Female,42
8425,LK Alb-Donau-Kreis,unbekannt,Male,1
8426,LK Biberach,A00-A04,Female,1
8426,LK Biberach,A05-A14,Male,3
8426,LK Biberach,A05-A14,Female,2
8426,LK Biberach,A15-A34,Male,42
8426,LK Biberach,A15-A34,Female,43
8426,LK Biberach,A35-A59,Male,42
8426,LK Biberach,A35-A59,Female,50
8426,LK Biberach,A60-A79,Male,12
8426,LK Biberach,A60-A79,Female,17
8426,LK Biberach,A80+,Male,6
8426,LK Biberach,A80+,Female,4
8435,LK Bodenseekreis,A00-A04,Female,1
8435,LK Bodenseekreis,A05-A14,Male,13
8435,LK Bodenseekreis,A05-A14,Female,7
8435,LK Bodenseekreis,A15-A34,Male,59
8435,LK Bodenseekreis,A15-A34,Female,69
8435,LK Bodenseekreis,A35-A59,Male,78
8435,LK Bodenseekreis,A35-A59,Female,71
8435,LK Bodenseekreis,A60-A79,Male,17
8435,LK Bodenseekreis,A60-A79,Female,29
8435,LK Bodenseekreis,A80+,Male,4
8435,LK Bodenseekreis,A80+,Female,1
8436,LK Ravensburg,A00-A04,Male,3
8436,LK Ravensburg,A00-A04,Female,1
8436,LK Ravensburg,A05-A14,Male,9
8436,LK Ravensburg,A05-A14,Female,7
8436,LK Ravensburg,A15-A34,Male,78
8436,LK Ravensburg,A15-A34,Female,72
8436,LK Ravensburg,A35-A59,Male,84
8436,LK Ravensburg,A35-A59,Female,88
8436,LK Ravensburg,A60-A79,Male,26
8436,LK Ravensburg,A60-A79,Female,23
8436,LK Ravensburg,A80+,Male,15
8436,LK Ravensburg,A80+,Female,29
8437,LK Sigmaringen,A00-A04,Male,4
8437,LK Sigmaringen,A00-A04,Female,2
8437,LK Sigmaringen,A05-A14,Female,1
8437,LK Sigmaringen,A05-A14,unbekannt,1
8437,LK Sigmaringen,A15-A34,Male,33
8437,LK Sigmaringen,A15-A34,Female,32
8437,LK Sigmaringen,A35-A59,Male,23
8437,LK Sigmaringen,A35-A59,Female,27
8437,LK Sigmaringen,A60-A79,Male,11
8437,LK Sigmaringen,A60-A79,Female,15
8437,LK Sigmaringen,A80+,Male,5
8437,LK Sigmaringen,A80+,Female,2
8437,LK Sigmaringen,unbekannt,Male,1
