id_county,name_county,age_group,gender,positive_tests,population,total_population_county
8421,SK Ulm,A35-A59,Female,78,19905,116761
8421,SK Ulm,A60-A79,Male,20,10380,116761
8421,SK Ulm,A60-A79,Female,25,11628,116761
8421,SK Ulm,A80+,Male,14,1925,116761
8421,SK Ulm,A80+,Female,23,4016,116761
8425,LK Alb-Donau-Kreis,A00-A04,Male,1,4413,186192
8425,LK Alb-Donau-Kreis,A00-A04,Female,4,4005,186192
8425,LK Alb-Donau-Kreis,A05-A14,Male,14,10826,186192
8425,LK Alb-Donau-Kreis,A05-A14,Female,8,10300,186192
8425,LK Alb-Donau-Kreis,A15-A34,Male,69,22452,186192
8425,LK Alb-Donau-Kreis,A15-A34,Female,61,21166,186192
8425,LK Alb-Donau-Kreis,A35-A59,Male,95,35080,186192
8425,LK Alb-Donau-Kreis,A35-A59,Female,96,34163,186192
8425,LK Alb-Donau-Kreis,A60-A79,Male,27,16765,186192
8425,LK Alb-Donau-Kreis,A60-A79,Female,34,18135,186192
8425,LK Alb-Donau-Kreis,A80+,Male,17,3076,186192
8425,LK Alb-Donau-Kreis,A80+,Female,42,5811,186192
8426,LK Biberach,A00-A04,Female,1,4252,187444
8426,LK Biberach,A05-A14,Male,3,10677,187444
8426,LK Biberach,A05-A14,Female,2,10433,187444
8426,LK Biberach,A15-A34,Male,42,23202,187444
8426,LK Biberach,A15-A34,Female,43,21832,187444
8426,LK Biberach,A35-A59,Male,42,35120,187444
8426,LK Biberach,A35-A59,Female,50,34460,187444
8426,LK Biberach,A60-A79,Male,12,16616,187444
8426,LK Biberach,A60-A79,Female,17,17611,187444
8426,LK Biberach,A80+,Male,6,2912,187444
8426,LK Biberach,A80+,Female,4,5786,187444
8435,LK Bodenseekreis,A00-A04,Female,1,4168,204083
8435,LK Bodenseekreis,A05-A14,Male,13,10501,204083
8435,LK Bodenseekreis,A05-A14,Female,7,9957,204083
8435,LK Bodenseekreis,A15-A34,Male,59,23107,204083
8435,LK Bodenseekreis,A15-A34,Female,69,22599,204083
8435,LK Bodenseekreis,A35-A59,Male,78,36848,204083
8435,LK Bodenseekreis,A35-A59,Female,71,37592,204083
8435,LK Bodenseekreis,A60-A79,Male,17,21365,204083
8435,LK Bodenseekreis,A60-A79,Female,29,23257,204083
8435,LK Bodenseekreis,A80+,Male,4,3569,204083
8435,LK Bodenseekreis,A80+,Female,1,6799,204083
8436,LK Ravensburg,A00-A04,Male,3,6134,269595
8436,LK Ravensburg,A00-A04,Female,1,5981,269595
8436,LK Ravensburg,A05-A14,Male,9,15169,269595
8436,LK Ravensburg,A05-A14,Female,7,14511,269595
8436,LK Ravensburg,A15-A34,Male,78,32675,269595
8436,LK Ravensburg,A15-A34,Female,72,31456,269595
8436,LK Ravensburg,A35-A59,Male,84,49152,269595
8436,LK Ravensburg,A35-A59,Female,88,49460,269595
8436,LK Ravensburg,A60-A79,Male,26,24838,269595
8436,LK Ravensburg,A60-A79,Female,23,27017,269595
8436,LK Ravensburg,A80+,Male,15,4335,269595
8436,LK Ravensburg,A80+,Female,29,8867,269595
8437,LK Sigmaringen,A00-A04,Male,4,2783,127600
8437,LK Sigmaringen,A00-A04,Female,2,2636,127600
8437,LK Sigmaringen,A05-A14,Female,1,6893,127600
8437,LK Sigmaringen,A15-A34,Male,33,15547,127600
8437,LK Sigmaringen,A15-A34,Female,32,14483,127600
8437,LK Sigmaringen,A35-A59,Male,23,23706,127600
8437,LK Sigmaringen,A35-A59,Female,27,23354,127600
8437,LK Sigmaringen,A60-A79,Male,11,11682,127600
8437,LK Sigmaringen,A60-A79,Female,15,12972,127600
8437,LK Sigmaringen,A80+,Male,5,2124,127600
8437,LK Sigmaringen,A80+,Female,2,4182,127600
